,contrast,dissimilarity,homogeneity,ASM,energy,correlation
1674,"[ 267.13839286  483.16099773  309.83928571  544.74174855  776.19077621
  483.16099773  913.29763105  544.74174855 1320.15701844 1298.00468262
 1562.05942623 1410.46305931 1866.56875    2169.20720236 2223.44322917
 2313.87718355]","[ 7.12996032  9.7420005   7.76984127 10.3159486  12.19732863  9.7420005
 13.56023185 10.3159486  16.10835041 16.20603538 18.48206967 17.28980229
 19.775      22.25853265 22.92552083 23.69282451]","[0.58748322 0.5681555  0.58100901 0.55504587 0.54995416 0.5681555
 0.54295492 0.55504587 0.52984949 0.5288229  0.52114556 0.51532265
 0.51490928 0.49678489 0.50201595 0.48850625]","[0.25614282 0.24401133 0.25191733 0.23266921 0.23019323 0.24401133
 0.22489467 0.23266921 0.21492196 0.21409773 0.2129956  0.20648082
 0.20439046 0.19153932 0.19924954 0.18879019]","[0.50610554 0.49397503 0.50191366 0.48235797 0.47978457 0.49397503
 0.47423061 0.48235797 0.46359676 0.46270696 0.46151447 0.45440161
 0.45209563 0.43765206 0.44637377 0.43449993]","[0.96041523 0.92916844 0.95408583 0.92014069 0.88625564 0.92916844
 0.86613138 0.92014069 0.80873609 0.81380319 0.77354233 0.7976713
 0.73264876 0.69556138 0.68119676 0.67526032]"
1675,"[ 273.22197421  527.99798438  307.00074405  518.69135802  818.9516129
  527.99798438  914.84349798  518.69135802 1389.10271516 1418.37799168
 1529.82581967 1375.88995838 1939.32942708 2284.82961569 2129.390625
 2220.69094329]","[ 6.9516369   9.9808516   7.453125    9.83169564 12.28175403  9.9808516
 13.21345766  9.83169564 16.55507172 16.9851717  17.80891393 16.79786681
 20.43046875 22.97635044 21.99427083 22.7704918 ]","[0.63281508 0.60520153 0.62393726 0.60961717 0.59458158 0.60520153
 0.58926766 0.60961717 0.57126257 0.56974344 0.56955829 0.57087884
 0.54994063 0.53630877 0.54912844 0.54147768]","[0.3135457  0.29466416 0.3089221  0.29952064 0.2871363  0.29466416
 0.28390938 0.29952064 0.26688933 0.26482167 0.26685994 0.26891538
 0.24757446 0.23710391 0.25025296 0.24233537]","[0.55995152 0.54282977 0.55580761 0.54728479 0.53585101 0.54282977
 0.53283147 0.54728479 0.51661333 0.51460827 0.51658488 0.51857052
 0.49756855 0.48693317 0.50025289 0.49227571]","[0.96154754 0.92649245 0.95679207 0.92778811 0.88600725 0.92649245
 0.87265244 0.92778811 0.80877205 0.80677734 0.78939534 0.81256537
 0.73597769 0.69539105 0.71010896 0.70394185]"
1676,"[ 179.23958333  380.65079365  235.86135913  346.75913328  496.05342742
  380.65079365  653.20388105  346.75913328  793.55404713  926.81399584
 1020.87218238  886.83168574 1061.10729167 1401.41736092 1352.4734375
 1407.7065305 ]","[ 6.43849206  9.57294029  7.31671627  9.16074578 10.74395161  9.57294029
 12.54511089  9.16074578 13.77433402 15.69432882 16.4013832  15.14958377
 16.46354167 20.52620263 19.87708333 20.19510884]","[0.55182493 0.51902065 0.54611873 0.52076063 0.50961048 0.51902065
 0.49775756 0.52076063 0.48547472 0.47235176 0.47189092 0.47300729
 0.46824878 0.43378636 0.44856893 0.43837483]","[0.20285976 0.18530567 0.20189415 0.18757407 0.17777502 0.18530567
 0.17337046 0.18757407 0.16383168 0.15633632 0.15696871 0.15790586
 0.15225898 0.13293515 0.14140096 0.13521974]","[0.45039956 0.43047145 0.44932633 0.43309822 0.42163375 0.43047145
 0.41637778 0.43309822 0.40476126 0.39539388 0.39619277 0.3973737
 0.39020377 0.36460273 0.37603319 0.36772237]","[0.96396186 0.92420236 0.95257809 0.93095108 0.90123432 0.92420236
 0.86994318 0.93095108 0.8435421  0.81894367 0.79871868 0.82675435
 0.79284137 0.73134061 0.735936   0.73013495]"
1677,"[ 201.64484127  423.35701688  268.32440476  410.33005795  567.40574597
  423.35701688  772.01184476  410.33005795  956.86270492 1084.30619147
 1270.50973361 1059.31763788 1363.159375   1738.1225477  1740.66770833
 1734.96318194]","[ 5.89583333  8.53162006  6.64831349  8.47518267  9.96673387  8.53162006
 11.66305444  8.47518267 13.10809426 14.26300728 15.67264344 14.06529657
 15.92916667 19.35823703 19.25989583 19.3281376 ]","[0.6312281  0.60556615 0.62829333 0.60229466 0.59671124 0.60556615
 0.58605622 0.60229466 0.57460208 0.56582639 0.56060559 0.56505153
 0.56079928 0.53518069 0.53913055 0.53339065]","[0.29937177 0.28483528 0.29746884 0.28208214 0.27534452 0.28483528
 0.26895456 0.28208214 0.26121669 0.25483692 0.2485114  0.25500855
 0.2481387  0.23089901 0.2298995  0.22855535]","[0.54714876 0.53369961 0.54540704 0.53111406 0.5247328  0.53369961
 0.51860829 0.53111406 0.51109362 0.50481375 0.49850918 0.50498371
 0.49813522 0.48051952 0.47947836 0.47807463]","[0.96487141 0.92708789 0.9532545  0.92933144 0.90229609 0.92708789
 0.86706134 0.92933144 0.83715977 0.8175042  0.78376823 0.82170994
 0.7707461  0.71411293 0.70722979 0.71463259]"
1678,"[ 228.66170635  409.70521542  232.78373016  401.59989922  652.02242944
  409.70521542  643.23361895  401.59989922 1074.45184426 1024.08636837
 1031.11654713  990.10197711 1490.72760417 1650.16635313 1447.25989583
 1562.42703574]","[ 6.87896825  9.37011842  7.13045635  9.22045855 11.83946573  9.37011842
 12.03855847  9.22045855 15.85040984 15.48959417 15.87781762 15.20603538
 19.46510417 21.08331094 19.54375    20.39102392]","[0.56644398 0.53305888 0.55697397 0.5308424  0.51722054 0.53305888
 0.51090513 0.5308424  0.49469991 0.49012123 0.48720772 0.48567986
 0.47293183 0.46096194 0.46975771 0.45678808]","[0.19913276 0.18360516 0.19779106 0.17986441 0.17430358 0.18360516
 0.17058608 0.17986441 0.16291102 0.15984883 0.15870991 0.15574822
 0.14761597 0.14311337 0.14716648 0.14144515]","[0.44624293 0.42849173 0.44473707 0.42410424 0.4174968  0.42849173
 0.41302068 0.42410424 0.40362237 0.39981099 0.39838412 0.39464949
 0.38420823 0.37830328 0.38362283 0.37609194]","[0.96053679 0.93001386 0.95982796 0.9313984  0.88863594 0.93001386
 0.89014506 0.9313984  0.81840055 0.82860561 0.82573684 0.83429331
 0.75064975 0.72938298 0.75795187 0.74377153]"
1679,"[ 182.1671627   334.08364827  220.34077381  369.65986395  503.83568548
  334.08364827  608.76008065  369.65986395  823.1147541   848.8314256
  978.61372951  905.29708637 1138.30026042 1400.65788766 1366.6625
 1441.90325181]","[ 6.24156746  8.68077601  6.88541667  9.19173595 10.375       8.68077601
 11.7358871   9.19173595 13.66905738 14.4094693  15.51639344 14.89229969
 16.65390625 19.62751948 18.971875   19.98548777]","[0.57015044 0.53752825 0.56053068 0.53413419 0.52593792 0.53752825
 0.50931355 0.53413419 0.49847971 0.48747042 0.48427305 0.48783234
 0.4782703  0.44853172 0.46237029 0.45309921]","[0.2042658  0.18435944 0.2000002  0.18645618 0.17772612 0.18435944
 0.17197598 0.18645618 0.16293805 0.15764964 0.1587872  0.15964729
 0.1507704  0.13465191 0.14544569 0.13788075]","[0.45195774 0.42937098 0.44721382 0.43180573 0.42157576 0.42937098
 0.41469987 0.43180573 0.40365585 0.39705118 0.39848112 0.39955887
 0.38829164 0.36694947 0.38137343 0.37132298]","[0.96964688 0.9448812  0.96328551 0.93901167 0.91688856 0.9448812
 0.89958039 0.93901167 0.86557924 0.86268909 0.84019557 0.85355495
 0.81597411 0.7777926  0.77907832 0.77124925]"
1680,"[ 183.765625    433.15873016  291.96130952  453.51499118  597.70211694
  433.15873016  908.96018145  453.51499118 1071.09938525 1203.37148803
 1491.98053279 1265.60561915 1556.19557292 1913.82800322 1959.77317708
 1979.64955657]","[ 6.41840278 10.39430587  8.51537698 10.51121189 11.87752016 10.39430587
 15.47983871 10.51121189 16.56045082 18.38033299 20.83196721 18.69667014
 20.81223958 24.70249933 25.08046875 25.37973663]","[0.55110772 0.51621004 0.54109499 0.51858469 0.50551661 0.51621004
 0.50101945 0.51858469 0.47622474 0.46285106 0.4706734  0.4644133
 0.45202755 0.41892682 0.4463326  0.42464159]","[0.21362249 0.19848351 0.21404213 0.19892419 0.1914079  0.19848351
 0.19154483 0.19892419 0.17233796 0.16548175 0.1731081  0.16684664
 0.15564792 0.13649362 0.15587904 0.13850145]","[0.46219313 0.44551488 0.46264687 0.44600918 0.43750189 0.44551488
 0.43765835 0.44600918 0.41513607 0.40679449 0.41606262 0.40846865
 0.3945224  0.36945043 0.3948152  0.37215782]","[0.97576296 0.94333668 0.9614924  0.94067379 0.92182547 0.94333668
 0.88110884 0.94067379 0.86106978 0.84510312 0.80646042 0.8370924
 0.79980366 0.75747212 0.74785894 0.74913096]"
1681,"[ 237.45039683  440.25673973  264.38268849  461.33560091  713.83568548
  440.25673973  763.88155242  461.33560091 1208.32095287 1141.01768991
 1240.06326844 1192.19927159 1652.1171875  1764.18220908 1676.7171875
 1830.00698737]","[ 6.7906746   9.29377677  7.13020833  9.56689342 11.91683468  9.29377677
 12.40423387  9.56689342 15.92904713 15.48491155 16.6098873  16.14932362
 19.246875   20.60575114 20.19739583 21.20182747]","[0.59345865 0.56442075 0.59104144 0.56314102 0.55375015 0.56442075
 0.55476322 0.56314102 0.53080339 0.53112401 0.52936593 0.52490406
 0.51127675 0.49628699 0.50549717 0.49156393]","[0.26035073 0.24440351 0.25771986 0.24437698 0.23644893 0.24440351
 0.23455995 0.24437698 0.22130321 0.22090456 0.22062951 0.2153967
 0.20634671 0.19817251 0.20280178 0.19087024]","[0.51024575 0.49437184 0.50766117 0.494345   0.48626014 0.49437184
 0.48431389 0.494345   0.47042875 0.47000485 0.46971216 0.4641085
 0.45425401 0.44516571 0.45033519 0.43688699]","[0.96385877 0.93369068 0.95975981 0.93051588 0.89250316 0.93369068
 0.88496387 0.93051588 0.81997312 0.83170976 0.81524286 0.82416092
 0.75648791 0.74515123 0.75285172 0.73564237]"
1682,"[126.23363095 245.38422777 156.65376984 246.54169816 349.98034274
 245.38422777 406.90146169 246.54169816 552.7505123  570.67559834
 630.08017418 578.03563996 731.75338542 873.68422467 850.3609375
 894.72856759]","[ 3.68501984  5.28344671  4.17063492  5.38473167  6.38659274  5.28344671
  7.13835685  5.38473167  8.37704918  8.83272633  9.55148566  8.96540062
 10.21848958 11.9707068  11.72864583 12.22547702]","[0.76255894 0.74088903 0.7566423  0.74305885 0.73363232 0.74088903
 0.72806926 0.74305885 0.72266345 0.71042854 0.71140662 0.71295914
 0.70377107 0.68301945 0.69562809 0.68836191]","[0.49347802 0.47460024 0.48999669 0.47591212 0.46969011 0.47460024
 0.46462565 0.47591212 0.45340989 0.44049783 0.44591311 0.44319756
 0.43619263 0.41425963 0.42671712 0.4183709 ]","[0.70247991 0.68891236 0.69999764 0.68986384 0.68533941 0.68891236
 0.68163454 0.68986384 0.67335718 0.66370011 0.66776726 0.66573084
 0.66044881 0.64363004 0.65323589 0.64681597]","[0.95379875 0.91134593 0.94266504 0.91092775 0.8735829  0.91134593
 0.85302272 0.91092775 0.80298975 0.79914747 0.77542238 0.79655706
 0.74268965 0.7005171  0.7009702  0.69330349]"
1683,"[ 202.10119048  428.93046107  270.4327877   426.47795414  630.2250504
  428.93046107  818.36164315  426.47795414 1090.73463115 1132.75338189
 1339.12320697 1147.90166493 1522.89322917 1717.81859715 1760.42890625
 1803.94436979]","[ 6.03869048  8.82564878  7.20858135  8.93751575 10.83896169  8.82564878
 12.89087702  8.93751575 14.78944672 15.31217482 17.15496926 15.56191467
 18.0234375  20.09271701 20.34921875 20.86509003]","[0.62301013 0.59360453 0.60844243 0.58887836 0.58131118 0.59360453
 0.56793393 0.58887836 0.55292789 0.55107672 0.54741296 0.54831473
 0.53607429 0.52257824 0.52765223 0.51579554]","[0.28366065 0.26313117 0.27406849 0.26098833 0.25544642 0.26313117
 0.2481852  0.26098833 0.23523176 0.23609872 0.23494503 0.2316623
 0.21987617 0.21233257 0.22030721 0.20887276]","[0.53259802 0.51296312 0.52351551 0.51087017 0.50541707 0.51296312
 0.4981819  0.51087017 0.48500696 0.48589991 0.48471129 0.4813131
 0.46890955 0.46079558 0.46936895 0.45702599]","[0.96363616 0.92364513 0.95134019 0.92408171 0.88783361 0.92364513
 0.85434863 0.92408171 0.80798692 0.80264415 0.76426513 0.80000492
 0.73484346 0.7070319  0.69350142 0.69234345]"
1684,"[ 172.08531746  317.18065004  210.4077381   355.00831444  489.62323589
  317.18065004  575.15524194  355.00831444  812.4057377   791.4008845
  900.36782787  884.64334027 1115.22708333 1244.06019887 1196.61692708
 1359.20343994]","[ 4.71180556  6.61980348  5.3139881   6.98614261  8.40448589  6.61980348
  9.27520161  6.98614261 11.30686475 11.33740895 12.11629098 11.99817898
 13.725      15.01263101 14.43046875 15.75920451]","[0.72463744 0.70393006 0.72265964 0.7055401  0.69455827 0.70393006
 0.69147298 0.7055401  0.67645023 0.66884583 0.66912867 0.66812444
 0.65911686 0.64620909 0.6488843  0.64186593]","[0.43046415 0.41197975 0.42999481 0.41286721 0.4071976  0.41197975
 0.40285629 0.41286721 0.38972743 0.3794685  0.37999304 0.37892777
 0.37233046 0.35344498 0.35770725 0.34819647]","[0.65609767 0.64185649 0.6557399  0.64254744 0.63812037 0.64185649
 0.63470961 0.64254744 0.62428153 0.61601014 0.61643575 0.61557109
 0.61018887 0.59451239 0.59808632 0.59008175]","[0.96321166 0.93302593 0.95501911 0.92503845 0.89663696 0.93302593
 0.87857912 0.92503845 0.83066367 0.83700931 0.81232193 0.81780582
 0.7705099  0.75012617 0.75375153 0.72699923]"
1685,"[ 181.97420635  341.74880322  239.63318452  397.74577979  501.88331653
  341.74880322  672.27368952  397.74577979  831.11885246  835.30983351
 1066.11910861  997.54968783 1135.54947917 1324.38081161 1385.83958333
 1522.51625907]","[ 6.39583333  8.75258251  7.21949405  9.34517511 10.51839718  8.75258251
 12.34627016  9.34517511 13.73309426 14.02367326 16.10220287 15.25780437
 16.40625    18.25987638 19.0578125  19.91050793]","[0.55778737 0.52953954 0.54935896 0.52747113 0.52243893 0.52953954
 0.50294851 0.52747113 0.50037297 0.4871853  0.47641012 0.48207174
 0.48247997 0.45225898 0.45264214 0.44792488]","[0.21709336 0.200183   0.21097711 0.19943901 0.19650399 0.200183
 0.18429073 0.19943901 0.18407534 0.17319733 0.16777756 0.17297712
 0.17234375 0.15179728 0.15492594 0.15176478]","[0.46593279 0.44741815 0.45932245 0.44658595 0.4432877  0.44741815
 0.42929096 0.44658595 0.42904002 0.41616984 0.40960659 0.41590518
 0.41514305 0.3896117  0.39360633 0.38956999]","[0.96507296 0.93504497 0.95399697 0.92440185 0.90465582 0.93504497
 0.872219   0.92440185 0.84374308 0.84435359 0.7993661  0.81412297
 0.78874377 0.75803286 0.74178745 0.72183348]"
1686,"[ 201.74727183  366.01108592  226.83010913  376.44696397  545.75352823
  366.01108592  627.00201613  376.44696397  853.07581967  879.6805411
  974.95978484  900.47866805 1109.7109375  1286.893577   1240.34817708
 1284.83015318]","[ 6.97048611  9.6175359   7.56919643  9.74603175 11.48790323  9.6175359
 12.81703629  9.74603175 14.67418033 15.48335068 16.46285861 15.50988554
 17.290625   19.66003762 19.19713542 19.56275195]","[0.52625825 0.49143462 0.51644165 0.4923838  0.48071905 0.49143462
 0.47422133 0.4923838  0.45687019 0.44823041 0.44997349 0.45045306
 0.43458188 0.4196453  0.42603159 0.41940196]","[0.17823422 0.16183186 0.17599543 0.16252913 0.1567694  0.16183186
 0.15434197 0.16252913 0.14352726 0.13817823 0.14027017 0.14075993
 0.13095378 0.12108033 0.12739244 0.12246891]","[0.42217795 0.40228331 0.4195181  0.40314901 0.39594116 0.40228331
 0.3928638  0.40314901 0.37884992 0.37172333 0.3745266  0.37517986
 0.36187536 0.34796599 0.35692078 0.34995558]","[0.96019398 0.92841511 0.95524412 0.92637405 0.89327984 0.92841511
 0.87739118 0.92637405 0.83467077 0.83092587 0.81104859 0.82692848
 0.78684135 0.7568376  0.76176151 0.7572275 ]"
1687,"[ 246.62251984  537.93474427  341.76165675  513.08868733  720.41078629
  537.93474427 1001.90398185  513.08868733 1215.921875   1403.90556712
 1617.02228484 1332.5028616  1699.54713542 2222.81214727 2168.89713542
 2112.09298576]","[ 6.91815476 10.49357521  8.4233631  10.17964223 11.78427419 10.49357521
 14.59954637 10.17964223 15.73539959 17.54344433 19.06941598 16.87695109
 19.28098958 23.26256383 22.68046875 22.55361462]","[0.51457841 0.47406576 0.49732216 0.46855154 0.45307908 0.47406576
 0.44216493 0.46855154 0.41381673 0.40898737 0.41527565 0.41862524
 0.38330335 0.36465148 0.38799935 0.37899284]","[0.09672225 0.08644388 0.09526061 0.08554969 0.07810899 0.08644388
 0.07606289 0.08554969 0.06673811 0.06628802 0.06664009 0.06725091
 0.05822306 0.05352777 0.05940362 0.05622114]","[0.31100202 0.29401339 0.30864317 0.29248879 0.27947987 0.29401339
 0.27579501 0.29248879 0.25833721 0.25746459 0.25814742 0.2593278
 0.24129456 0.23136069 0.24372858 0.23710998]","[0.97092225 0.93722698 0.95970524 0.94012633 0.91594625 0.93722698
 0.88310382 0.94012633 0.85961363 0.83951686 0.81331437 0.84767905
 0.80583933 0.75104259 0.75225924 0.76344327]"
1688,"[ 146.20808532  306.04459562  212.59375     338.00125976  446.0141129
  306.04459562  638.70992944  338.00125976  777.17033811  833.67559834
 1056.16623975  868.77809573 1124.77916667 1376.01451223 1436.55911458
 1398.84493416]","[ 5.51016865  7.8712522   6.70833333  8.37616528  9.6108871   7.8712522
 11.67414315  8.37616528 12.95773566 13.47216441 15.47207992 13.77133195
 16.0234375  18.19242139 18.71640625 18.41225477]","[0.53241291 0.48966047 0.51041831 0.48888732 0.46861735 0.48966047
 0.46094702 0.48888732 0.43298803 0.4358834  0.43008394 0.43434583
 0.40476464 0.3958561  0.40621218 0.39651213]","[0.13453323 0.12366913 0.13253742 0.12394286 0.1185036  0.12366913
 0.11622199 0.12394286 0.10717373 0.10495782 0.10612132 0.10559627
 0.09555569 0.08945105 0.09795586 0.09294076]","[0.36678772 0.35166622 0.36405689 0.35205519 0.34424352 0.35166622
 0.34091346 0.35205519 0.32737399 0.32397194 0.32576268 0.3249558
 0.30912084 0.29908368 0.31297902 0.30486187]","[0.97975665 0.95804253 0.97056636 0.95366138 0.93886107 0.95804253
 0.91245378 0.95366138 0.89453174 0.88792995 0.8566893  0.8832111
 0.84888251 0.81858896 0.80703952 0.81557886]"
1689,"[ 178.82837302  349.05039053  206.5171131   333.02217183  525.65826613
  349.05039053  601.93271169  333.02217183  882.59375     869.46019771
  972.68673156  864.78121748 1209.27942708 1308.53292126 1271.34192708
 1366.56355818]","[ 5.79811508  8.38674729  6.57465278  8.17964223 10.15070565  8.38674729
 11.32535282  8.17964223 13.59528689 13.80827263 14.75896516 13.80098855
 16.48046875 17.99005644 17.41744792 18.55495834]","[0.5923363  0.55639643 0.57859905 0.5643488  0.55370819 0.55639643
 0.5378957  0.5643488  0.52558703 0.5191682  0.51660202 0.52019698
 0.50530384 0.48722556 0.49797344 0.48633116]","[0.24364509 0.22364932 0.23883572 0.22816072 0.21807258 0.22364932
 0.21381168 0.22816072 0.20077506 0.19903825 0.19829087 0.20056136
 0.18525581 0.17756863 0.18582574 0.17821994]","[0.49360418 0.47291576 0.48870821 0.47766173 0.46698242 0.47291576
 0.46239775 0.47766173 0.4480793  0.44613703 0.44529863 0.44784077
 0.43041353 0.42138893 0.4310751  0.42216104]","[0.96429762 0.93104473 0.95877183 0.93421112 0.89616917 0.93104473
 0.88111342 0.93421112 0.82752689 0.83181565 0.80994148 0.83272075
 0.76622345 0.75211492 0.75425587 0.74112176]"
1690,"[ 213.97296627  420.30511464  248.57936508  389.4116906   594.55493952
  420.30511464  681.28981855  389.4116906   964.96362705 1016.55879292
 1050.0522541   946.83922997 1334.85052083 1549.54582102 1394.8203125
 1485.61945714]","[ 6.484375    9.43285462  7.23263889  9.143613   10.90524194  9.43285462
 12.17389113  9.143613   14.22233607 15.10197711 15.63012295 14.67169615
 17.44583333 19.61730718 18.725      19.40768611]","[0.52801751 0.48835252 0.51866158 0.48096071 0.47013456 0.48835252
 0.45922544 0.48096071 0.44013292 0.42980992 0.42938368 0.42971804
 0.41788396 0.39008837 0.40302273 0.39542708]","[0.12042007 0.1065959  0.11954537 0.10506552 0.09903929 0.1065959
 0.09504768 0.10506552 0.08713649 0.08220901 0.0831847  0.08219751
 0.07604886 0.06845167 0.07370375 0.06964886]","[0.34701595 0.32649027 0.34575334 0.32413811 0.31470508 0.32649027
 0.30829804 0.32413811 0.2951889  0.28672114 0.28841758 0.28670108
 0.27576957 0.26163271 0.27148434 0.2639107 ]","[0.96510254 0.93217075 0.9594586  0.93715636 0.90406805 0.93217075
 0.89008019 0.93715636 0.84597414 0.83938912 0.83241989 0.85040444
 0.78922288 0.76029416 0.77982327 0.7701832 ]"
